university,discipline,seminar_name,seminar_link
University of Rochester,Chemistry,Physical Seminars,https://www.sas.rochester.edu/chm/news-events/events/localist-archive.html
University of Rochester,Chemistry,Organic Seminars,https://www.sas.rochester.edu/chm/news-events/events/seminars.html
University of Rochester,Chemistry,Inorganic Seminars,https://www.sas.rochester.edu/chm/news-events/events/seminars.html
University of South Carolina,Chemistry,Departmental Seminars,https://sc.edu/study/colleges_schools/chemistry_and_biochemistry/about/seminars/
University of South Florida,Chemistry,Departmental Seminars,https://www.usf.edu/arts-sciences/departments/chemistry/about-us/eventspage/index.aspx
University of South Florida,Chemistry,Organic Chemistry Colloquium,https://www.usf.edu/arts-sciences/departments/chemistry/about-us/eventspage/colloquium.aspx
University of Southern California,Chemistry,Seminars,https://dornsife.usc.edu/chemistry/event-calendar/
University of Southern Mississippi,Chemistry,Chemistry and Biochemistry Seminars,https://www.usm.edu/mathematics-natural-sciences/chemistry-biochemistry-seminars.php
University of Tennessee,Chemistry,CHEM 501 Chemistry Seminar,https://chem.utk.edu/chem-501-seminar/
University of Texas at Arlington,Chemistry,Seminar Series,https://www.uta.edu/academics/schools-colleges/science/departments/chemistry/events
University of Texas at Dallas,Chemistry,Department Seminar Series,#N/A
University of Texas at Dallas,Chemistry,Department Seminar Series,https://chemistry.utdallas.edu/events/
University of Texas at El Paso,Chemistry,Seminars,https://www.utep.edu/science/chemistry/resources/seminars.html
University of Texas at San Antonio,Chemistry,Chemistry Seminars,https://sciences.utsa.edu/chemistry/seminars.html
University of Utah,Chemistry,Seminars,https://chem.utah.edu/events/index.php
University of Virginia,Chemistry,Seminars,https://chemistry.as.virginia.edu/seminars-archive
University of Washington,Chemistry,Seminars,https://chem.washington.edu/calendar
University of Wisconsin–Madison,Chemistry,Analytical Chemistry,https://chem.wisc.edu/analytical-chemistry-seminars/
University of Wisconsin–Madison,Chemistry,Chemical Biology Seminars,https://chem.wisc.edu/chemical-biology-seminars/
University of Wisconsin–Madison,Chemistry,Chemical Education Seminars,https://chem.wisc.edu/chemistry-education-seminars/
University of Wisconsin–Madison,Chemistry,Inorganic Chemistry Seminars,https://chem.wisc.edu/inorganic-chemistry-seminars/
University of Wisconsin–Madison,Chemistry,Materials Seminars,https://chem.wisc.edu/materials-chemistry-seminars/
University of Wisconsin–Madison,Chemistry,Organic Chemistry Seminars,https://chem.wisc.edu/organic-chemistry-seminars/
University of Wisconsin–Madison,Chemistry,Physical Chemistry Seminars,https://chem.wisc.edu/physical-chemistry-seminars/
University of Wisconsin–Madison,Chemistry,Theoretical Chemistry Seminars,https://chem.wisc.edu/theoretical-chemistry-seminars/
Utah State University,Chemistry,Chemistry & Biochemistry Seminars,https://www.usu.edu/chem/seminars
Vanderbilt University,Chemistry,Colloquium Schedule,https://as.vanderbilt.edu/chemistry/colloquium-schedule/
Virginia Commonwealth University,Chemistry,Seminar Schedule,https://chemistry.vcu.edu/events/seminar-sessions/
Virginia Tech,Chemistry,Seminar Schedule,https://chem.vt.edu/about-us/events.html
Washington State University,Chemistry,Events & Seminars,https://chem.wsu.edu/events-seminars/
Washington University in St. Louis,Chemistry,Chemistry Seminars,https://chemistry.wustl.edu/past-events/2023
Wayne State University,Chemistry,Frontiers Seminar,https://events.wayne.edu/chemistry-frontiers/2023/12/
Wayne State University,Chemistry,Analytical-Physical Seminar,https://events.wayne.edu/chemistry-analytical/2023/08/
Wayne State University,Chemistry,Inorgnanic,https://events.wayne.edu/chemistry-inorganic/2024-05-24/2025-05-24/
Wayne State University,Chemistry,Organic and Biochemistry,https://events.wayne.edu/chemistry-organic-biochem/2023/09/
West Virginia University,Chemistry,Seminars,https://www.chemistry.wvu.edu/seminars
Yale University,Chemistry,Seminars,https://chem.yale.edu/calendar/day/2023-12-16?page=0
Arizona State University,Mathematics,Data-Oriented Mathematical and Statistical Sciences (DoMSS) seminar,https://math.asu.edu/asu-events-type/concert
Arizona State University,Mathematics,Colloquium,https://math.asu.edu/asu-events-category/commencement
Arizona State University,Mathematics,Discrete Math Seminar,https://math.asu.edu/asu-events-type/guest-artist
Arizona State University,Mathematics,Geometry/Topology Seminar,https://math.asu.edu/asu-events-category/sustainability
Auburn University,Mathematics,Department Colloquia,https://www.auburn.edu/cosam/departments/math/research/colloquia.htm
Auburn University,Mathematics,Auburn Algebra Seminar,https://webhome.auburn.edu/~mkb0096/Fall2023Seminar.html
Auburn University,Mathematics,Seminars on Analysis and Stochastic Analysis (SASA),https://webhome.auburn.edu/~lzc0090/SASA.html
Auburn University,Mathematics,Applied and Computational Mathematics Seminar,https://auburn.edu/cosam/mathseminar/index.htm
Auburn University,Mathematics,Discrete Math - Combinatorics Seminars,https://www.auburn.edu/cosam/departments/math/research/seminars/combinatorics-seminar.htm
Auburn University,Mathematics,Statistics and Data Science Seminar,https://auburn.edu/cosam/datascienceseminar/index.htm
Auburn University,Mathematics,Topology Seminar,https://www.auburn.edu/cosam/departments/math/research/seminars/topology-continuum-theory.htm
Baylor University,Mathematics,Mathematics Colloquium,https://math.artsandsciences.baylor.edu/talks/2023-2024-mathematics-colloquium
Baylor University,Mathematics,Analysis Seminar,https://sites.baylor.edu/brian_simanek/analysis_seminar/
Baylor University,Mathematics,Applied Mathematics Seminar,https://sites.google.com/site/pjamesongraber/applied-math-seminar
Baylor University,Mathematics,Random Matrices and Free Probability Learning Seminar,https://sites.google.com/view/baylorrmfp/home
Binghamton University,Mathematics,Colloquium,https://www2.math.binghamton.edu/p/seminars/colloquium
Binghamton University,Mathematics,Algebra Seminar,https://www2.math.binghamton.edu/p/seminars/alge
Binghamton University,Mathematics,Analysis Seminar,https://www2.math.binghamton.edu/p/seminars/anal
Binghamton University,Mathematics,Arithmetic Seminar,https://www2.math.binghamton.edu/p/seminars/arit
Binghamton University,Mathematics,Combinatorics Seminar,https://www2.math.binghamton.edu/p/seminars/comb/start
Binghamton University,Mathematics,Data Science Seminar,https://www2.math.binghamton.edu/p/seminars/datasci
Binghamton University,Mathematics,Geometry and Topology Seminar,https://www2.math.binghamton.edu/p/seminars/topsem
Binghamton University,Mathematics,Statistics Seminar,https://www2.math.binghamton.edu/p/seminars/stat
Boston College,Mathematics,Number Theory/Representation Theory Seminar,https://spencerleslie.com/bc-nt-rt-seminar-schedule-fall-2023/
Boston College,Mathematics,Math & Machine Learning Seminar,https://sites.google.com/view/bcmmlseminar/
Boston College,Mathematics,BC-MIT Number Theory Seminar,https://researchseminars.org/seminar/BC-MIT
Boston College,Mathematics,Algebraic Geometry Seminar,https://sites.google.com/bc.edu/2021-22bcntagseminar
Boston University,Mathematics,Dynamical Systems Seminar,https://math.bu.edu/dynamics/seminar.html
Boston University,Mathematics,New England Dynamics Seminar,https://sites.brown.edu/joint-dynamics-seminar/
Boston University,Mathematics,Number Theory Seminars,https://math.bu.edu/research/algebra/seminar.html
Boston University,Mathematics,Geometry and Physics Seminar,https://math.bu.edu/research/geom/seminar.html
Boston University,Mathematics,Statistics and Probability Seminar,https://www.bu.edu/stat/statistics-and-probability-seminar-series/
Brandeis University,Mathematics,Combinatorics Seminar,https://sites.google.com/brandeis.edu/combinatorics-seminar/
Brandeis University,Mathematics,Topology Seminar,https://sites.google.com/brandeis.edu/topology-seminar
Brandeis University,Mathematics,New England Dynamics and Number Theory Seminar,https://nednt.wescreates.wesleyan.edu/
Brandeis University,Mathematics,Brandeis-Harvard-MIT-Northeastern Joint Mathematics Colloquium,https://colloquium.sites.northeastern.edu/
Brandeis University,Mathematics,Everytopic Seminar,https://sites.google.com/brandeis.edu/everytopic-seminar/home
Brown University,Mathematics,Algebra and Algebraic Geometry Seminars,https://www.math.brown.edu/dabramov/SEMINAR/
Brown University,Mathematics,Analysis Seminar,https://sites.google.com/brown.edu/brownanalysisseminar/home
Brown University,Mathematics,Colloquium,https://www.brown.edu/academics/math/colloquium
Brown University,Mathematics,Combinatorics Seminar,https://sites.google.com/brown.edu/combo/home
Brown University,Mathematics,Geometric Analysis Seminar,https://sites.google.com/brown.edu/christine-breiner-brown/seminar?authuser=0
Brown University,Mathematics,Geometry & Topology Seminar,https://www.math.brown.edu/reschwar/seminar.html
Brown University,Mathematics,Pattern Theory Seminars,https://appliedmath.brown.edu/pattern-theory-seminars
Brown University,Mathematics,Scientific Computing Seminar,https://sites.google.com/brown.edu/scicompseminar/home
Brown University,Mathematics,PDE Seminar,https://www.dam.brown.edu/pde/seminar.html
Brown University,Mathematics,LCDS Seminar,https://appliedmath.brown.edu/lcds-seminars
Brown University,Mathematics,Probability Seminar,https://sites.google.com/a/brown.edu/probability-seminar/
California Institute of Technology,Mathematics,Algebra and Geometry Seminars,https://sites.google.com/view/caltech-ag-2022-2023/home
California Institute of Technology,Mathematics,Geometry & Topology Seminars,https://sites.google.com/site/caltechgtseminar/home
California Institute of Technology,Mathematics,Logic Seminars,https://logic.math.caltech.edu/
California Institute of Technology,Mathematics,Number Theory Seminars,https://sites.google.com/view/caltechntseminar
Carnegie Mellon University,Mathematics,CNA Seminars,https://www.cmu.edu/math/cna/events/seminars.html
Carnegie Mellon University,Mathematics,Mathematical Logic Seminars,https://www.cmu.edu/math/news-events/logic_seminars.html
Carnegie Mellon University,Mathematics,Math Colloquium,https://www.cmu.edu/math/news-events/math_colloquia.html
Carnegie Mellon University,Mathematics,Model Theory Seminars,https://www.cmu.edu/math/news-events/model_theory_seminars.html
Carnegie Mellon University,Mathematics,Probability/Math Finance Seminar,https://www.cmu.edu/math/news-events/math_finance_seminars.html
Carnegie Mellon University,Mathematics,Core Model Seminars,https://www.cmu.edu/math/news-events/core-model-seminars.html
Case Western Reserve University,Mathematics,MAMS Colloquium Series,https://mathstats.case.edu/colloquia/
Case Western Reserve University,Mathematics,Analysis and Probability,https://mathstats.case.edu/seminars/#1557235071742-b6673dcd-4ea7
Case Western Reserve University,Mathematics,Computing and Uncertainty Analysis,https://mathstats.case.edu/seminars/#1557235071742-b6673dcd-4ea7
Case Western Reserve University,Mathematics,Geometry,https://mathstats.case.edu/seminars/#1557235071742-b6673dcd-4ea7
Clemson University,Mathematics,Algebra and Discrete Mathematics Seminar,https://www.math.clemson.edu/adm-seminar/
Clemson University,Mathematics,Analysis Seminar,https://www.math.clemson.edu/AnalysisSeminar/
Clemson University,Mathematics,SMSS Seminar,https://www.clemson.edu/science/academics/departments/mathstat/index.html
Colorado School of Mines,Mathematics,Applied Mathematics and Statistics Colloquium,https://ams.mines.edu/colloquia/
Colorado State University,Mathematics,Colloquium,https://mathematics.colostate.edu/research/colloquium/
Colorado State University,Mathematics,Rocky Mountain Algebraic Combinatorics Seminar,https://www.math.colostate.edu/~hulpke/combinatorics/
Colorado State University,Mathematics,Number Theory Lab,https://sites.google.com/view/csu-numbertheory-lab/home
Colorado State University,Mathematics,Inverse Problems/Data Sciences/Applied Math (IDA) Seminar,https://www.math.colostate.edu/~yzhou/seminar/ams.html
Colorado State University,Mathematics,Topology Seminar,https://sites.google.com/view/csu-applied-topology
Colorado State University,Mathematics,Applied Category Theory,https://csu-applied-category-theory.github.io/
Colorado State University,Mathematics,Fragment Seminar,https://sites.google.com/view/fragmentseminar/
Columbia University,Mathematics,Department Colloquium,https://www.math.columbia.edu/category/colloquia/
Columbia University,Mathematics,Algebraic Geometry Seminar,https://sites.google.com/view/nathanchen/seminars/columbia-ag-seminar
Columbia University,Mathematics,Algebraic Topology Seminar,https://lzyang257.github.io/organization-and-activities/seminar_spring2024/
Columbia University,Mathematics,Analysis Seminar,https://www.math.columbia.edu/~egiorgi/seminar-ga.html
Columbia University,Mathematics,Automorphic Forms and Arithmetic,https://www.math.columbia.edu/~gyujinoh/AFAS/
Columbia University,Mathematics,Geometric Topology Seminar,https://www.math.columbia.edu/department/gtseminar/
Columbia University,Mathematics,Informal Complex Geometry and PDE,https://math.columbia.edu/~wangchuwen/seminar
Columbia University,Mathematics,Informal Mathematical Physics Seminar,https://sites.google.com/view/columbia-informal-math-physics
Columbia University,Mathematics,Columbia - CUNY - NYU Joint Number Theory Seminar,https://www.math.columbia.edu/~goldfeld/JointNTS.html
Columbia University,Mathematics,Probability Seminar,https://www.math.columbia.edu/department/probability/seminar/prob_sem_global.html
