database_name,database_university,database_race,database_gender,database_title,database_discipline,database_research,matched,num_matches,speaker_name,speaker_university,speaker_race_identified,seminar_university,seminar_discipline,seminar_condition,seminar_date,semester
Elon Ison,North Carolina State University,Black,Man,Professor,Chemistry,"catalysis, inorganic/organometallic, synthesis and organometallic mechanisms",Match Detail,,Allison Stelling,University of Texas at Dallas,white,University of Notre Dame,Chemistry,treatment,9/26/2024 0:00,Fall
Elon Ison,North Carolina State University,Black,Man,Professor,Chemistry,"catalysis, inorganic/organometallic, synthesis and organometallic mechanisms",Match Detail,,Allison Stelling,University of Texas at Arlington,white,University of Notre Dame,Chemistry,treatment,9/26/2024,Fall
Elon Ison,North Carolina State University,Black,Man,Professor,Chemistry,"catalysis, inorganic/organometallic, synthesis and organometallic mechanisms",Match Detail,,Allison Stelling,University of Texas at Arlington,white,University of Notre Dame,Chemistry,treatment,9/26/2024,Fall
Phil Castellano,North Carolina State University,Hispanic,Man,Professor,Chemistry,"metal-organic chromophore discovery, photophysics",Yes,3,,,,,,,,
Phil Castellano,North Carolina State University,Hispanic,Man,Professor,Chemistry,"metal-organic chromophore discovery, photophysics",Match Detail,,Felix Castellano,North Carolina State University,latino,Columbia University,Chemistry,treatment,5/1/2025,Fall
Phil Castellano,North Carolina State University,Hispanic,Man,Professor,Chemistry,"metal-organic chromophore discovery, photophysics",Match Detail,,Phil Castellano,North Carolina State University,latino,Emory University,Chemistry,control,1/14/2025,Fall
Phil Castellano,North Carolina State University,Hispanic,Man,Professor,Chemistry,"metal-organic chromophore discovery, photophysics",Match Detail,,Ron Castellano,University of Florida,latino,University of South Carolina,Chemistry,control,2/28/2025,Fall
Damilola Daramola,Northeastern University,Black,Man,Assistant Professor,Chemistry,"electrochemical engineering, wastewater remediation",Yes,1,,,,,,,,
Damilola Daramola,Northeastern University,Black,Man,Assistant Professor,Chemistry,"electrochemical engineering, wastewater remediation",Match Detail,,Damilola Daramola,Northeastern University,,Purdue University,Chemistry,control,4/11/2025,Spring
Diego Alzate-Sanchez,Northeastern University,Hispanic,Man,Assistant Professor,Chemistry,"polymer chemistry, materials science",No,0,,,,,,,,
Thiago Monteiro Araujo Dos Santos,Northeastern University,Hispanic,Man,Assistant Professor,Chemistry,"microbial resistance, antimicrobials",Yes,1,,,,,,,,
Thiago Monteiro Araujo Dos Santos,Northeastern University,Hispanic,Man,Assistant Professor,Chemistry,"microbial resistance, antimicrobials",Match Detail,,Rog̩rio Gomes dos Santos,Louisiana State University,latino,Louisiana State University,Chemistry,treatment,11/1/2024 0:00,Fall
Monica Olvera De La Cruz,Northwestern University,Hispanic,Woman,Professor,Chemistry,"soft matter, biomimetic materials",Yes,1,,,,,,,,
Monica Olvera De La Cruz,Northwestern University,Hispanic,Woman,Professor,Chemistry,"soft matter, biomimetic materials",Match Detail,,Monica Olvera de la Cruz,Northwestern University,white,"University of California, Berkeley",Chemistry,treatment,2024-10-15,Spring
Squire J. Booker,Pennsylvania State University,Black,Man,Professor,Chemistry,"biophysics, biochemistry",No,0,,,,,,,,
Gustavo Scuseria,Rice University,Hispanic,Man,Professor,Chemistry,theory & computation,No,0,,,,,,,,
Gene Hall,Rutgers University-New Brunswick,Black,Man,Professor,Chemistry,"applied analytical chemistry, molecular fingerprinting of dietary supplements",Yes,3,,,,,,,,
Gene Hall,Rutgers University-New Brunswick,Black,Man,Professor,Chemistry,"applied analytical chemistry, molecular fingerprinting of dietary supplements",Match Detail,,Alannah Hallas,University of British Columbia,white,Arizona State University,Chemistry,control,4/25/2025,Fall
Gene Hall,Rutgers University-New Brunswick,Black,Man,Professor,Chemistry,"applied analytical chemistry, molecular fingerprinting of dietary supplements",Match Detail,,Daniel T. Hallinan Jr,Florida State University,white,Florida State University,Chemistry,control,10/7/2024,Fall
Gene Hall,Rutgers University-New Brunswick,Black,Man,Professor,Chemistry,"applied analytical chemistry, molecular fingerprinting of dietary supplements",Match Detail,,Anthony Shoji Hall,Johns Hopkins University,asian,University of Florida,Chemistry,control,1/27/2025,Spring
Jean Rivera-Rios,Rutgers University-New Brunswick,Hispanic,Man,Assistant Professor,Chemistry,"atmospheric oxidation mechanisms, aqueous-processing",No,0,,,,,,,,
Laura M.K. Dassama,Stanford University,Black,Woman,Assistant Professor,Chemistry,chemistry-biology interface,Yes,4,,,,,,,,
Laura M.K. Dassama,Stanford University,Black,Woman,Assistant Professor,Chemistry,chemistry-biology interface,Match Detail,,Laura M. K. Dassama,Stanford University,black,"University of California, Santa Cruz",Chemistry,treatment,2024-10-28 00:00:00,Spring
Laura M.K. Dassama,Stanford University,Black,Woman,Assistant Professor,Chemistry,chemistry-biology interface,Match Detail,,Laura Dassama,Stanford University,black,University of Pennsylvania,Chemistry,treatment,11/20/2024 0:00,Fall
Laura M.K. Dassama,Stanford University,Black,Woman,Assistant Professor,Chemistry,chemistry-biology interface,Match Detail,,Laura Dassama,Stanford University,black,University of Washington,Chemistry,control,4/10/2025,Fall
Laura M.K. Dassama,Stanford University,Black,Woman,Assistant Professor,Chemistry,chemistry-biology interface,Match Detail,,Laura Dassama,Stanford University,black,University of Wisconsin-Madison,Chemistry,treatment,11/5/2024 0:00,Fall
Gerardo Gamez,Texas Tech University,Hispanic,Man,Professor,Chemistry,analytical chemistry,No,0,,,,,,,,
Jorge A. Morales,Texas Tech University,Hispanic,Man,Professor,Chemistry,theoretical chemistry and chemical physics,No,0,,,,,,,,
Rabi Ann Musah,"University at Albany, SUNY",Black,Woman,"Associate Vice Provost For Learning Commons, Williams-Raycheff Endowed Professor",Chemistry,"forensic chemistry, the environmental impact of plant volatile chemical emissions; and the development of disease diagnosis tools through analysis of non-traditional biological matrices",No,0,,,,,,,,
Luis R. De Jesus Baez,University at Buffalo,Hispanic,Man,Assistant Professor,Chemistry,inorganic and solid-state materials synthesis; electrochemical synthesis; layered materials; strained materials; high-entropy alloys; energy-storage devices; heterogeneous catalysis; water treatment; ab-initio density functional theory calculations of x-ray spectra; x-ray synchrotron science,No,0,,,,,,,,
Elizabeth Duran,University of Alabama at Birmingham,Hispanic,Woman,Assistant Professor,Chemistry,"sequencing, dna",Yes,4,,,,,,,,
Elizabeth Duran,University of Alabama at Birmingham,Hispanic,Woman,Assistant Professor,Chemistry,"sequencing, dna",Match Detail,,Simone Duran-Nyers,Brown University,latino,Brown University,Chemistry,control,9/10/2024 0:00,Fall
Elizabeth Duran,University of Alabama at Birmingham,Hispanic,Woman,Assistant Professor,Chemistry,"sequencing, dna",Match Detail,,Simone Duran-Nyers,Brown University,latino,Brown University,Chemistry,control,9/10/2024 0:00,Fall
Elizabeth Duran,University of Alabama at Birmingham,Hispanic,Woman,Assistant Professor,Chemistry,"sequencing, dna",Match Detail,,Simone Duran-Nyers,,latino,Brown University,Chemistry,control,9/10/2024,Fall
Elizabeth Duran,University of Alabama at Birmingham,Hispanic,Woman,Assistant Professor,Chemistry,"sequencing, dna",Match Detail,,Simone Duran-Nyers,,latino,Brown University,Chemistry,control,9/10/2024,Fall
Katrina Miranda,University of Arizona,Hispanic,Woman,Associate Professor,Chemistry,"bioanalytical, bioinorganic",Yes,1,,,,,,,,
Katrina Miranda,University of Arizona,Hispanic,Woman,Associate Professor,Chemistry,"bioanalytical, bioinorganic",Match Detail,,Katrina Miranda,University of Arizona,latino,University of Arizona,Chemistry,control,2024-09-12 00:00:00,Spring
Paul Adams,University of Arkansas,Black,Man,Professor,Chemistry,multi-dimensional nmr spectroscopy for use in protein structure determination as well as dynamics.protein dynamics calculations to characterize intramolecular motions in proteins.,Yes,2,,,,,,,,
Paul Adams,University of Arkansas,Black,Man,Professor,Chemistry,multi-dimensional nmr spectroscopy for use in protein structure determination as well as dynamics.protein dynamics calculations to characterize intramolecular motions in proteins.,Match Detail,,Milo Adams,Florida State University,white,Florida State University,Chemistry,control,1/28/2025,Fall
Paul Adams,University of Arkansas,Black,Man,Professor,Chemistry,multi-dimensional nmr spectroscopy for use in protein structure determination as well as dynamics.protein dynamics calculations to characterize intramolecular motions in proteins.,Match Detail,,Amy Adams,George Mason University,white,George Mason University,Chemistry,treatment,2025-3-7,Fall
Carlos J. Bustamante,"University of California, Berkeley",Hispanic,Man,Professor,Chemistry,biophysical chemistry,No,0,,,,,,,,
Richmond Sarpong,"University of California, Berkeley",Black,Man,Professor,Chemistry,organic and organometallic chemistry,Yes,1,,,,,,,,
Richmond Sarpong,"University of California, Berkeley",Black,Man,Professor,Chemistry,organic and organometallic chemistry,Match Detail,,Richmond Sarpong,"University of California, Berkeley",black,University of Texas at Dallas,Chemistry,control,2025-04-25,Fall
Jose A. Rodriguez,"University of California, Los Angeles",Hispanic,Man,Associate Professor,Chemistry,"biochemistry, biophysics",Yes,6,,,,,,,,
Jose A. Rodriguez,"University of California, Los Angeles",Hispanic,Man,Associate Professor,Chemistry,"biochemistry, biophysics",Match Detail,,Luis Ortiz-Rodriguez,University of Michigan,latino,Case Western Reserve University,Chemistry,control,3/6/2025,Fall
Jose A. Rodriguez,"University of California, Los Angeles",Hispanic,Man,Associate Professor,Chemistry,"biochemistry, biophysics",Match Detail,,Efrain Rodriguez,University of Maryland,latino,Iowa State University,Chemistry,control,1/31/2025,Spring
Jose A. Rodriguez,"University of California, Los Angeles",Hispanic,Man,Associate Professor,Chemistry,"biochemistry, biophysics",Match Detail,,Gabriel Rodriguez,ORG: Ginkgo Bioworks,latino,"University of California, Davis",Chemistry,treatment,10/25/2024,Fall
Jose A. Rodriguez,"University of California, Los Angeles",Hispanic,Man,Associate Professor,Chemistry,"biochemistry, biophysics",Match Detail,,Michael Rodriguez,University of North Carolina at Chapel Hill,white,University of North Carolina at Chapel Hill,Chemistry,control,2024-11-22 00:00:00,Spring
Jose A. Rodriguez,"University of California, Los Angeles",Hispanic,Man,Associate Professor,Chemistry,"biochemistry, biophysics",Match Detail,,Jon Rodriguez,University of Wisconsin-Milwaukee,latino,University of North Texas,Chemistry,control,9/5/2024 0:00,Fall
Jose A. Rodriguez,"University of California, Los Angeles",Hispanic,Man,Associate Professor,Chemistry,"biochemistry, biophysics",Match Detail,,Efrain Rodriguez,University of Maryland,latino,University of Washington,Chemistry,control,2025-4-8,Fall
Boniface P. T. Fokwa,"University of California, Riverside",Black,Man,Professor,Chemistry,new materials by design; crystal and electronic structures; chemical bonding,No,0,,,,,,,,
Nadia G. Leonard,"University of California, Santa Barbara",Black,Woman,Assistant Professor,Chemistry,the activation of pollutants such as co2 into valuable multi-carbon organic products; (2) the design of earth-abundant photoactive complexes for a variety photochemical and catalytic applications,Yes,1,,,,,,,,
Nadia G. Leonard,"University of California, Santa Barbara",Black,Woman,Assistant Professor,Chemistry,the activation of pollutants such as co2 into valuable multi-carbon organic products; (2) the design of earth-abundant photoactive complexes for a variety photochemical and catalytic applications,Match Detail,,Leonard Mueller,"University of California, Riverside",white,North Carolina State University,Chemistry,control,10/4/2024 0:00,Fall
Candice Bridge,University of Central Florida,Black,Woman,Associate Professor,Chemistry,analysis of trace evidence forensic materials to understand the uniqueness of chemical features,Yes,2,,,,,,,,
Candice Bridge,University of Central Florida,Black,Woman,Associate Professor,Chemistry,analysis of trace evidence forensic materials to understand the uniqueness of chemical features,Match Detail,,Max Bridges,Colorado State University,white,Colorado State University,Chemistry,treatment,10/9/2024 0:00,Fall
Candice Bridge,University of Central Florida,Black,Woman,Associate Professor,Chemistry,analysis of trace evidence forensic materials to understand the uniqueness of chemical features,Match Detail,,Candice Bridge,University of Central Florida,black,University of Wisconsin-Madison,Chemistry,treatment,10/3/2024 0:00,Fall
Karin Chumbimunitorres,University of Central Florida,Hispanic,Woman,Associate Professor,Chemistry,"understanding, characterization and development of chemical sensors for bioanalytical applications",No,0,,,,,,,,
Briana Simms,University of Cincinnati,Black,Woman,Asst Professor,Chemistry,"design, synthesis, and characterization of novel biomaterials",Yes,1,,,,,,,,
Briana Simms,University of Cincinnati,Black,Woman,Asst Professor,Chemistry,"design, synthesis, and characterization of novel biomaterials",Match Detail,,Briana Simms,University of Cincinnati,black,Wayne State University,Chemistry,control,2/3/2025,Fall
